256 256
23733 (-1965.09,-2334.14) (1755.02,1492.4) (-2131.24,281.582) (-684.954,-1668.01) (-266.997,1537.57) (-413.099,1521.93) (798.05,1440.58) (-2051.27,368.684) (-231.245,1454.9) (604.927,-20.0803) (-129.825,-80.6235) (1599.06,1464.84) (-1848.82,-332.583) (772.011,-403.491) (-276.732,524.4) (793.087,-977.724) (28.1878,780.218) (977.498,-1292.51) (-757.361,125.758) (685.877,-238.788) (70.2367,-988.705) (-1150.9,984.987) (465.294,-306.391) (-49.9592,994.231) (8.78922,-110.639) (-433.812,712.103) (617.674,1169.83) (-408.049,-853.992) (-331.97,1105.34) (543.137,-26.5877) (47.8256,133.719) (-616.504,221.433) (439.085,-466.406) (-698.593,-49.9618) (861.543,-729.79) (-351.713,53.8087) (-259.385,-474.068) (-814.56,-278.743) (166.324,410.301) (363.799,-147.028) (-250.342,338.234) (-105.428,-358.279) (192.502,469.604) (101.695,-138.41) (212.488,351.018) (-601.158,283.055) (395.816,-133.511) (-275.018,-216.549) (95.2104,537.968) (-212.211,226.842) (325.436,-413.499) (-483.166,-183.345) (708.694,435.342) (-186.104,-168.19) (-145.31,596.651) (373.227,-82.6223) (70.5604,-422.645) (-281.597,143.392) (-185.587,-28.3099) (-198.545,-208.564) (-239.369,268.866) (-178.325,43.3978) (-86.5897,536.732) (-461.999,-227.002) (380.653,492.281) (-368.369,-547.603) (316.015,614.415) (75.1145,-287.494) (-87.6735,-352.987) (-360.401,471.329) (542.451,-301.061) (-47.6165,-392.871) (-147.46,89.9207) (242.089,-91.643) (-407.731,-250.492) (-63.1985,167.455) (300.614,574.233) (87.3118,-492.081) (-167.584,461.734) (131.844,-185.49) (80.9032,121.099) (-22.1994,80.9301) (39.2196,10.899) (-223.32,-222.72) (34.2883,223.481) (111.031,-91.5653) (-234.027,109.386) (92.8925,78.3555) (85.3996,-194.491) (-98.3193,-189.307) (-31.3506,381.707) (121.024,8.41223) (-15.3781,-251.368) (61.5433,-3.40833) (-107.074,-38.3178) (100.504,-194.565) (-240.321,-53.7356) (89.2678,65.4447) (-19.4422,-44.0363) (-21.3545,-20.6052) (-90.1419,226.676) (142.725,-119.64) (89.4851,-41.0962) (-38.9617,147.871) (79.2415,-149.591) (41.7524,-34.1239) (-126.574,-255.16) (139.82,39.0228) (111.325,-130.168) (40.7733,-5.39794) (-7.3866,-22.607) (14.0885,77.3338) (-78.9948,214.704) (46.4183,24.4328) (93.2406,81.7711) (-187.078,235.665) (182.786,-67.2424) (-106.544,146.172) (-122.977,-23.5626) (-90.1176,66.6911) (-15.8989,-122.056) (-221.234,35.3844) (-109.491,136.326) (-5.21523,21.7537) (-139.889,29.2742) (-94.6572,-0.355169) (87.8961,-54.623) (-305,-0.00254568) (87.896,54.6229) (-94.6577,0.352189) (-139.888,-29.2777) (-5.21475,-21.7555) (-109.49,-136.328) (-221.233,-35.3876) (-15.8993,122.055) (-90.1159,-66.694) (-122.976,23.5593) (-106.54,-146.175) (182.786,67.2434) (-187.074,-235.669) (93.2433,-81.77) (46.4191,-24.4328) (-78.9911,-214.705) (14.0908,-77.3324) (-7.38568,22.6079) (40.7746,5.39933) (111.324,130.17) (139.82,-39.0205) (-126.577,255.158) (41.7529,34.1232) (79.2398,149.59) (-38.9592,-147.873) (89.4852,41.097) (142.722,119.64) (-90.1395,-226.678) (-21.3546,20.6052) (-19.4425,44.0355) (89.2682,-65.4436) (-240.322,53.7327) (100.502,194.565) (-107.074,38.3149) (61.5441,3.40844) (-15.3808,251.366) (121.024,-8.41401) (-31.3457,-381.708) (-98.3212,189.306) (85.3977,194.49) (92.8929,-78.3567) (-234.025,-109.39) (111.031,91.5655) (34.2908,-223.481) (-223.322,222.716) (39.2213,-10.9007) (-22.1971,-80.9321) (80.906,-121.099) (131.841,185.49) (-167.577,-461.737) (87.3068,492.081) (300.621,-574.231) (-63.1985,-167.453) (-407.733,250.488) (242.089,91.6458) (-147.459,-89.9221) (-47.6194,392.87) (542.446,301.064) (-360.396,-471.335) (-87.677,352.986) (75.1119,287.49) (316.022,-614.412) (-368.377,547.596) (380.659,-492.279) (-462.004,226.993) (-86.5819,-536.735) (-178.324,-43.3999) (-239.365,-268.868) (-198.546,208.563) (-185.585,28.3062) (-281.591,-143.395) (70.5595,422.645) (373.228,82.6224) (-145.301,-596.655) (-186.102,168.187) (708.701,-435.332) (-483.169,183.34) (325.432,413.501) (-212.208,-226.849) (95.2186,-537.967) (-275.019,216.546) (395.814,133.514) (-601.153,-283.066) (212.497,-351.014) (101.695,138.411) (192.508,-469.6) (-105.433,358.278) (-250.335,-338.237) (363.798,147.034) (166.326,-410.297) (-814.564,278.736) (-259.387,474.065) (-351.706,-53.8134) (861.536,729.8) (-698.592,49.948) (439.081,466.407) (-616.498,-221.448) (47.8338,-133.723) (543.138,26.5884) (-331.955,-1105.35) (-408.056,853.983) (617.693,-1169.83) (-433.801,-712.107) (8.79202,110.64) (-49.9413,-994.229) (465.29,306.401) (-1150.88,-984.996) (70.2341,988.713) (685.878,238.797) (-757.353,-125.765) (977.488,1292.52) (28.2027,-780.222) (793.076,977.732) (-276.723,-524.41) (772.005,403.498) (-1848.82,332.546) (1599.09,-1464.82) (-129.825,80.6208) (604.927,20.0801) (-231.229,-1454.91) (-2051.25,-368.714) (798.085,-1440.57) (-413.068,-1521.93) (-266.963,-1537.56) (-684.96,1668.02) (-2131.2,-281.61) (1755.09,-1492.36) (-1965.02,2334.12) 
24012 (-1905.9,-2557.81) (1806.24,1523.61) (-2071.45,421.91) (-680.835,-1753.06) (-251.241,1363.81) (-378.399,1609.69) (882.604,1433.59) (-1923.5,609.65) (-126.13,1482.09) (600.058,76.9607) (18.6094,-122.738) (1733.04,1405.57) (-1859.78,83.6763) (889.382,-481.955) (19.7891,285.254) (690.033,-1171.49) (76.1098,679.202) (680.643,-1410.09) (-596.855,281.225) (627.707,-314.141) (19.5095,-945.7) (-839.978,1068.34) (414.074,-560.16) (28.8773,856.766) (97.8088,14.4985) (-249.153,826.028) (834.15,1026.93) (-652.393,-718.632) (78.7462,1336.8) (602.73,-214.835) (70.0051,162.721) (-382.173,431.729) (516.077,-417.993) (-397.421,68.0858) (664.378,-1048.54) (-321.101,79.4788) (-405.847,-373.049) (-775.359,-48.9617) (382.551,288.917) (369.602,-301.137) (-149.665,382.463) (-93.0681,-286.559) (379.849,290.967) (50.5067,-137.144) (254.189,181.943) (-468.71,549.303) (359.992,-254.385) (-162.948,-26.8374) (503.77,245.907) (-198.724,281.379) (152.836,-583.671) (-557.456,47.4676) (822.656,43.8725) (-256.311,-13.7893) (212.293,611.838) (421.834,-250.033) (9.85296,-576.681) (-303.741,195.111) (-65.0861,165.604) (-230.255,-166.314) (176.643,357.635) (-98.894,-58.6823) (247.956,349.522) (-625,-9.00722) (592.464,342.92) (-533.361,-250.068) (791.152,237.62) (-126.494,-395.522) (-197.299,-125.035) (182.502,384.307) (296.04,-619.258) (-330.75,-360.553) (-82.88,120.351) (219.864,-302.319) (-350.213,112.948) (47.502,76.0128) (456.457,404.153) (-98.3449,-497.56) (107.833,545.114) (129.817,-209.819) (263.807,-44.8069) (30.0698,-106.393) (48.9863,156.053) (-80.639,-8.14602) (243.442,56.0661) (54.3496,-93.1191) (-57.2858,87.4578) (199.549,-120.576) (-159.89,-155.219) (8.31386,-63.309) (127.577,172.088) (216.757,-94.1532) (-239.883,-94.4813) (161.519,-109.893) (8.69526,31.9247) (-49.826,-266.269) (-203.217,182.669) (277.527,3.74704) (53.4846,-105.969) (-9.02881,132.414) (222.65,189.775) (105.574,-129.786) (80.5381,-85.4473) (212.501,112.767) (-11.3358,-182.102) (102.789,-60.2439) (8.82223,-91.9205) (262.886,-51.8418) (99.4444,-243.569) (-54.4943,-3.37039) (78.8425,132.006) (179.102,49.5269) (67.0191,131.439) (-40.7476,150.11) (165.693,151.714) (276.799,135.878) (20.6421,-142.787) (3.66554,251.801) (182.991,36.453) (-10.1119,-41.4266) (-83.6919,-18.8281) (15.2152,98.5714) (49.9552,-12.9897) (-44.9926,-69.12) (-6.90643,104.067) (70.2524,69.1304) (31.5234,-71.4722) (-130,-0.00358853) (31.5213,71.471) (70.2554,-69.1301) (-6.90225,-104.069) (-44.995,69.1166) (49.9552,12.9892) (15.2195,-98.5728) (-83.6919,18.823) (-10.1117,41.4238) (182.993,-36.4485) (3.67662,-251.803) (20.638,142.786) (276.805,-135.869) (165.699,-151.709) (-40.7415,-150.113) (67.0255,-131.437) (179.105,-49.5197) (78.8476,-132.002) (-54.4939,3.36936) (99.4358,243.573) (262.884,51.8514) (8.81805,91.9196) (102.786,60.2468) (-11.3427,182.1) (212.506,-112.76) (80.5344,85.4492) (105.569,129.787) (222.657,-189.768) (-9.0243,-132.415) (53.4803,105.97) (277.526,-3.73738) (-203.211,-182.678) (-49.8365,266.267) (8.69739,-31.9259) (161.514,109.899) (-239.886,94.4696) (216.754,94.1594) (127.584,-172.085) (8.31062,63.3087) (-159.896,155.21) (199.545,120.581) (-57.2817,-87.4626) (54.3473,93.1192) (243.444,-56.0586) (-80.6393,8.14043) (48.9938,-156.052) (30.0671,106.393) (263.806,44.8159) (129.808,209.821) (107.855,-545.111) (-98.3644,497.554) (456.474,-404.138) (47.502,-76.0108) (-350.209,-112.961) (219.852,302.328) (-82.8761,-120.355) (-330.763,360.54) (296.017,619.265) (182.517,-384.304) (-197.304,125.026) (-126.506,395.512) (791.162,-237.592) (-533.372,250.042) (592.477,-342.9) (-625.001,8.97834) (247.972,-349.514) (-98.8958,58.6764) (176.658,-357.629) (-230.262,166.304) (-65.078,-165.608) (-303.73,-195.122) (9.83438,576.681) (421.827,250.044) (212.318,-611.833) (-256.309,13.7786) (822.658,-43.8396) (-557.456,-47.4904) (152.814,583.674) (-198.71,-281.393) (503.782,-245.888) (-162.949,26.8296) (359.981,254.396) (-468.687,-549.326) (254.199,-181.932) (50.5031,137.145) (379.861,-290.952) (-93.0806,286.554) (-149.647,-382.47) (369.591,301.151) (382.559,-288.902) (-775.363,48.9313) (-405.858,373.032) (-321.091,-79.4917) (664.339,1048.57) (-397.416,-68.1093) (516.062,418.007) (-382.152,-431.752) (70.018,-162.723) (602.724,214.851) (78.8002,-1336.8) (-652.418,718.602) (834.197,-1026.9) (-249.118,-826.036) (97.8128,-14.493) (28.9159,-856.761) (414.051,560.18) (-839.931,-1068.37) (19.4797,945.707) (627.699,314.166) (-596.837,-281.247) (680.593,1410.11) (76.1433,-679.203) (689.989,1171.52) (19.8038,-285.262) (889.36,481.983) (-1859.77,-83.7664) (1733.11,-1405.5) (18.6055,122.736) (600.062,-76.9462) (-126.072,-1482.11) (-1923.47,-609.731) (882.678,-1433.55) (-378.323,-1609.7) (-251.172,-1363.8) (-680.889,1753.05) (-2071.39,-421.995) (1806.36,-1523.52) (-1905.91,2557.74) 
24397 (-1615.04,-2840.63) (2151.39,1457.09) (-1719.75,649.508) (-266.353,-1895.1) (266.443,1073.48) (8.01081,1681.84) (1128.21,1361.75) (-1551.02,472.959) (459.487,1060.23) (777.367,-117.865) (170.399,-418.37) (2013.5,896.272) (-1574.31,-32.5068) (875.214,-969.199) (-98.9492,-220.708) (392.822,-1605.89) (114.681,497.967) (298.798,-1590.42) (-564.658,187.118) (534.168,-689.551) (-84.4081,-1186.9) (-830.145,791.818) (32.3827,-782.317) (163.521,770.812) (71.4988,-101.911) (-235.93,654.709) (782.62,614.65) (-962.29,-630.384) (430.776,1177.56) (398.655,-643.379) (-157.46,141.649) (-240.604,632.698) (274.68,-518.534) (-462.13,171.506) (178.236,-1249.06) (-274.699,225.727) (-499.37,-190.094) (-641.033,236.89) (510.023,184.226) (342.618,-362.873) (42.6258,319.269) (-189.854,-294.127) (441.901,-49.7313) (-88.6092,-204.969) (247.655,127.96) (-222.43,750.861) (212.703,-708.113) (-388.401,-166.433) (361.998,94.9793) (-161.533,475.098) (143.314,-434.413) (-334.987,231.809) (611.352,-345.397) (-370.585,91.7754) (484.865,257.047) (81.243,-508.311) (-323.434,-474.943) (-230.68,313.427) (30.4132,248.184) (-253.063,-203.632) (162.432,271.802) (-167.292,118.698) (496.512,308.815) (-325.003,149.993) (649.392,-232.183) (-747.041,0.925306) (663.013,-120.946) (-290.168,-209.39) (-221.935,81.0515) (491.764,330.111) (-149.926,-669.885) (-351.202,-150.879) (-5.79573,64.2349) (-52.281,-352.467) (-342.056,337.356) (179.077,-10.3799) (445.018,-105.95) (-402.013,-268.746) (370.264,289.873) (-57.4559,-172.245) (46.9154,-123.217) (0.135342,21.0076) (84.7627,216.13) (-39.0502,154.656) (143.538,-248.602) (-241.206,-46.6189) (148.733,268.087) (278.95,-127.031) (-299.019,-193.974) (-125.573,140.194) (250.132,-12.2766) (134.709,-82.1114) (-348.018,-95.8447) (-46.1661,-127.182) (-36.6764,152.207) (-161.399,-95.304) (-19.177,184.656) (116.395,-133.294) (2.40411,-43.4811) (80.875,160.042) (394.564,-35.1199) (-66.6585,-114.235) (-90.7978,-174.536) (151.181,90.244) (-112.744,-147.077) (12.5419,-161.769) (-37.1871,27.2197) (77.1944,-96.1975) (-14.6371,-130.301) (-52.8506,-95.102) (-102.702,41.8366) (89.0435,108.294) (209.767,-15.1757) (-71.752,38.8148) (13.3786,-8.77337) (298.021,-17.3298) (-181.608,-9.60752) (106.005,100.221) (247.011,61.4724) (-3.28122,-86.0092) (-86.7357,83.8559) (179.511,139.535) (96.6864,-139.913) (-168.311,-123.736) (105.779,19.3515) (93.3527,12.6128) (-152.158,17.8495) (137,0.00409308) (-152.156,-17.8611) (93.3544,-12.6073) (105.78,-19.3448) (-168.319,123.724) (96.6782,139.918) (179.52,-139.525) (-86.73,-83.8627) (-3.28575,86.0078) (247.016,-61.4572) (106.011,-100.215) (-181.608,9.59456) (298.02,17.3494) (13.3769,8.77318) (-71.7491,-38.8207) (209.766,15.1891) (89.0494,-108.288) (-102.7,-41.8432) (-52.8571,95.0988) (-14.6456,130.299) (77.1879,96.2015) (-37.1853,-27.223) (12.5309,161.77) (-112.754,147.067) (151.188,-90.2351) (-90.8094,174.529) (-66.6641,114.228) (394.563,35.1441) (80.8846,-160.038) (2.40042,43.4805) (116.385,133.3) (-19.1659,-184.659) (-161.406,95.2918) (-36.6658,-152.21) (-46.1752,127.179) (-348.023,95.8195) (134.706,82.1187) (250.131,12.2916) (-125.564,-140.203) (-299.03,193.953) (278.943,127.047) (148.751,-268.079) (-241.208,46.6023) (143.522,248.609) (-39.0387,-154.661) (84.7785,-216.125) (0.137543,-21.0071) (46.9078,123.22) (-57.4661,172.24) (370.283,-289.849) (-402.03,268.719) (445.013,105.979) (179.073,10.3896) (-342.034,-337.379) (-52.3042,352.464) (-5.79135,-64.2361) (-351.211,150.855) (-149.967,669.871) (491.788,-330.082) (-221.93,-81.0675) (-290.178,209.368) (663.006,120.988) (-747.039,-0.979193) (649.379,232.224) (-324.991,-150.02) (496.534,-308.784) (-167.284,-118.711) (162.45,-271.791) (-253.076,203.614) (30.4312,-248.183) (-230.657,-313.44) (-323.462,474.923) (81.2136,508.313) (484.884,-257.018) (-370.577,-91.8011) (611.33,345.437) (-334.971,-231.834) (143.286,434.42) (-161.498,-475.112) (362.005,-94.9535) (-388.411,166.408) (212.657,708.123) (-222.375,-750.881) (247.667,-127.941) (-88.6202,204.963) (441.899,49.7609) (-189.873,294.112) (42.6509,-319.267) (342.595,362.895) (510.032,-184.193) (-641.02,-236.933) (-499.381,190.061) (-274.678,-225.743) (178.154,1249.07) (-462.114,-171.544) (274.649,518.547) (-240.557,-632.72) (-157.443,-141.66) (398.617,643.401) (430.857,-1177.53) (-962.329,630.317) (782.669,-614.601) (-235.882,-654.724) (71.4967,101.918) (163.577,-770.796) (32.3303,782.323) (-830.085,-791.87) (-84.4785,1186.9) (534.127,689.586) (-564.638,-187.155) (298.7,1590.44) (114.724,-497.961) (392.72,1605.92) (-98.9553,220.692) (875.153,969.248) (-1574.3,32.3829) (2013.57,-896.142) (170.376,418.375) (777.366,117.905) (459.56,-1060.21) (-1550.98,-473.074) (1128.32,-1361.68) (8.13863,-1681.83) (266.532,-1073.44) (-266.465,1895.09) (-1719.67,-649.631) (2151.54,-1456.93) (-1615.13,2840.52) 
24701 (-1313.58,-2935.26) (2307.66,1268.69) (-1606.64,708.729) (46.1917,-2140.42) (677.355,732.491) (364.872,1659.87) (1300.35,1181.51) (-1508.22,355.111) (749.226,680.232) (778.515,-326.471) (39.7823,-485.404) (2032,516.979) (-1474.26,-189.401) (591.751,-1227.35) (-358.332,-281.893) (-24.0726,-1620.4) (204.703,555.476) (-44.0891,-1693.23) (-464.222,125.579) (560.439,-992.683) (-253.316,-1272.36) (-838.408,924.158) (-225.686,-779.367) (215.312,770.346) (-67.3773,15.6486) (-219.226,886.221) (856.899,600.611) (-1044.34,-329.114) (630.956,1075.87) (196.941,-584.065) (99.7364,290.037) (226.302,775.015) (339.398,-548.468) (-192.505,204.939) (-44.591,-1353.1) (-76.3056,325.098) (-440.5,-101.664) (-379.512,376.545) (663.584,-178.889) (119.516,-615.1) (119.538,345.314) (-214.599,-213.763) (386.181,-255.909) (-144.25,-276.727) (198.416,-100.658) (-102.366,755.19) (-136.263,-679.571) (-373.413,49.4733) (562.456,98.4409) (312.025,345.321) (-172.311,-650.731) (-450.525,169.947) (186.382,-629.077) (-388.595,407.111) (559.799,214.871) (-212.83,-529.619) (-635.68,-258.792) (65.6909,507.179) (110.892,83.1035) (-274.702,30.8442) (279.406,231.119) (-74.8328,283.343) (565.329,137.154) (39.9901,385) (369.649,-476.813) (-541.791,536.215) (744.239,-522.789) (-72.9664,-30.9811) (-152.257,-0.976291) (320.42,-49.4802) (-571.622,-483.763) (-236.884,212.03) (124.569,-29.1659) (-226.535,-229.838) (24.2077,404.567) (169.403,-114.996) (326.809,-556.025) (-615.302,90.0946) (546.271,-15.9728) (-118.803,-21.4762) (27.8273,-235.875) (-121.552,61.7274) (73.8768,100.956) (-113.336,336.366) (71.6657,-64.0316) (-96.7795,-38.9675) (371.591,99.0583) (-13.8657,-106.423) (-224.457,70.0576) (-144.686,138.391) (270.431,-124.806) (-118.049,-73.0883) (-146.446,165.54) (-23.7215,-119.643) (19.414,109.151) (-134.316,123.007) (279.781,162.774) (5.93212,-145.735) (-13.3645,160.636) (148.361,-61.5056) (162.762,-206.315) (-60.0927,91.4459) (-68.6825,-37.7767) (149.332,-201.764) (-189.565,-132.687) (-113.319,-121.668) (-38.2622,152.212) (-50.3617,-215.613) (-193.974,-52.294) (-41.4679,-37.7826) (-4.6722,-65.3786) (52.3003,-67.3518) (59.2708,-166.079) (-107.581,52.6093) (-82.1533,-83.5184) (208.209,-67.5633) (-140.996,61.6987) (109.07,-100.992) (82.1611,61.3437) (63.6493,31.9769) (59.7138,84.2929) (177.959,-48.7683) (99.4828,-79.2588) (28.2527,-32.0429) (163.684,-165.931) (52.0716,8.3404) (-60.5071,45.7477) (219,0.0100518) (-60.503,-45.7541) (52.0731,-8.33533) (163.668,165.946) (28.2495,32.0443) (99.4754,79.2669) (177.954,48.7833) (59.7209,-84.2888) (63.6516,-31.9718) (82.1662,-61.3363) (109.059,101.001) (-140.991,-61.713) (208.201,67.5829) (-82.163,83.5094) (-107.576,-52.6202) (59.2548,166.084) (52.2931,67.3554) (-4.6796,65.3768) (-41.4728,37.7773) (-193.98,52.2744) (-50.3819,215.606) (-38.2474,-152.217) (-113.331,121.656) (-189.576,132.668) (149.314,201.776) (-68.6853,37.7669) (-60.082,-91.4536) (162.744,206.328) (148.355,61.5162) (-13.349,-160.64) (5.91916,145.733) (279.796,-162.75) (-134.305,-123.022) (19.4245,-109.15) (-23.7333,119.639) (-146.429,-165.555) (-118.054,73.0763) (270.42,124.829) (-144.673,-138.408) (-224.449,-70.0801) (-13.8726,106.42) (371.602,-99.0243) (-96.7835,38.9568) (71.6599,64.0357) (-113.303,-336.378) (73.8873,-100.948) (-121.545,-61.738) (27.8062,235.878) (-118.802,21.4635) (546.269,16.0244) (-615.293,-90.1529) (326.759,556.055) (169.392,115.007) (24.2455,-404.566) (-226.556,229.816) (124.567,29.1757) (-236.865,-212.052) (-571.665,483.708) (320.42,49.5076) (-152.254,0.959304) (-72.964,30.9728) (744.19,522.856) (-541.739,-536.271) (369.607,476.845) (40.0297,-385.001) (565.342,-137.102) (-74.8065,-283.352) (279.427,-231.092) (-274.7,-30.8708) (110.901,-83.0941) (65.7377,-507.17) (-635.704,258.734) (-212.875,529.597) (559.822,-214.821) (-388.555,-407.147) (186.323,629.096) (-450.506,-169.991) (-172.368,650.712) (312.064,-345.296) (562.466,-98.3874) (-373.409,-49.5082) (-136.325,679.554) (-102.289,-755.203) (198.41,100.68) (-144.273,276.714) (386.159,255.944) (-214.617,213.739) (119.575,-345.303) (119.46,615.111) (663.566,178.948) (-379.478,-376.584) (-440.507,101.621) (-76.2692,-325.102) (-44.7161,1353.1) (-192.479,-204.965) (339.352,548.492) (226.381,-775) (99.768,-290.028) (196.889,584.079) (631.059,-1075.81) (-1044.37,329.012) (856.962,-600.533) (-219.139,-886.24) (-67.372,-15.6511) (215.388,-770.319) (-225.76,779.351) (-838.314,-924.231) (-253.427,1272.34) (560.351,992.736) (-464.204,-125.622) (-44.2415,1693.23) (204.766,-555.458) (-24.2204,1620.4) (-358.348,281.852) (591.643,1227.4) (-1474.26,189.245) (2032.06,-516.793) (39.7447,485.4) (778.495,326.532) (749.296,-680.172) (-1508.17,-355.267) (1300.49,-1181.39) (365.047,-1659.83) (677.442,-732.411) (46.0042,2140.43) (-1606.53,-708.892) (2307.84,-1268.46) (-1313.76,2935.13) 
24509 (-1314.16,-2878.44) (2045.66,1036.09) (-1910.35,962.511) (118.099,-2082.39) (735.63,661.68) (545.111,1916.16) (1544.36,1151.65) (-1573.1,439.223) (910.072,667.953) (760.128,-539.422) (-104.117,-360.148) (2065.21,450.28) (-1617.87,68.5912) (314.561,-1092.35) (-165.398,-231.052) (-259.666,-1561.11) (485.063,769.694) (-151.699,-1817.61) (-492.324,83.4381) (529.528,-1138.1) (-463.815,-1274.5) (-692.677,1196.63) (-235.205,-653.081) (217.107,616.622) (-74.9174,235.307) (39.3482,744.745) (818.647,356.124) (-1053.71,42.1694) (952.958,787.212) (80.8684,-602.414) (395.081,167.474) (312.587,345.562) (3.40645,-739.303) (-191.515,86.4477) (-669.132,-1101.68) (51.6043,591.919) (-396.017,120.243) (-231.433,674.832) (637.921,-357.068) (-179.271,-650.711) (320.78,388.094) (-140.304,-138.286) (207.62,-334.066) (-82.6407,-221.181) (171.74,-286.022) (189.478,783.251) (-366.952,-612.311) (-318.82,155.618) (556.257,-301.176) (174.784,162.173) (-695.6,-320.348) (-224.776,575.248) (55.188,-460.376) (176.867,554.378) (714.324,-261.703) (-386.761,-421.146) (-564.522,39.7835) (259.63,417.094) (245.42,4.04301) (-248.814,150.027) (301.253,52.1963) (11.7204,404.345) (544.867,-325.697) (112.987,402.003) (46.5537,-392.743) (-152.26,751.167) (245.073,-898.037) (-72.3908,195.181) (-82.8206,220.066) (212.238,-175.429) (-506.011,-71.6609) (-3.66508,315.386) (77.6131,-100.717) (-421.85,-126.408) (271.179,258.161) (-50.2554,-74.9593) (2.01571,-533.987) (-505.249,417.095) (541.287,-233.087) (-115.027,41.5735) (-134.874,-188.848) (-47.4887,143.767) (329.556,-89.2189) (122.851,170.654) (-88.8525,-211.361) (-179.7,57.0016) (270.981,64.1604) (-177.527,-42.2027) (23.8159,341.406) (193.641,-42.725) (144.212,-259.481) (-237.891,-73.8281) (115.547,256.325) (-122.003,-74.0507) (93.8083,75.3485) (35.3994,163.559) (237.224,-133.759) (-162.394,-53.2828) (-51.1099,154.539) (115.206,-61.9506) (-18.238,-155.547) (-12.5564,54.7138) (-100.016,138.189) (50.9474,-230.487) (-119.505,169.537) (-15.0874,107.101) (105.276,-31.0139) (-206.695,-116.765) (-160.032,97.9232) (-55.4476,-13.8679) (52.3436,-69.2432) (-86.474,-143.16) (-134.324,-73.3642) (125.189,125.192) (71.5414,-83.9534) (-107.644,-81.0289) (91.3538,78.4004) (77.7915,-194.767) (-47.6191,-72.5616) (36.2784,80.1321) (141.588,-124.259) (-94.9303,-190.013) (4.27247,143.923) (194.3,109.762) (86.821,-222.972) (-14.5094,-39.5114) (73.2637,66.9417) (33,0.00146772) (73.2719,-66.9333) (-14.5141,39.5096) (86.794,222.981) (194.313,-109.74) (4.28893,-143.923) (-94.9538,190.001) (141.573,124.275) (36.2874,-80.129) (-47.6283,72.5551) (77.7675,194.775) (91.3625,-78.3911) (-107.654,81.0143) (71.5311,83.96) (125.203,-125.178) (-134.334,73.3469) (-86.4917,143.148) (52.3347,69.2472) (-55.4503,13.8584) (-160.02,-97.9447) (-206.708,116.738) (105.273,31.0241) (-15.0741,-107.105) (-119.483,-169.553) (50.9198,230.492) (-99.9978,-138.204) (-12.5484,-54.7161) (-18.2557,155.544) (115.199,61.9621) (-51.0905,-154.547) (-162.399,53.2617) (237.21,133.786) (35.4199,-163.557) (93.8176,-75.3381) (-122.012,74.0338) (115.579,-256.312) (-237.899,73.7991) (144.182,259.497) (193.636,42.745) (23.8576,-341.405) (-177.531,42.1803) (270.99,-64.1281) (-179.693,-57.0241) (-88.8765,211.348) (122.874,-170.641) (329.545,89.2585) (-47.4722,-143.773) (-134.897,188.831) (-115.019,-41.589) (541.257,233.151) (-505.198,-417.158) (1.95178,533.987) (-50.2629,74.9489) (271.21,-258.13) (-421.866,126.355) (77.6027,100.724) (-3.62607,-315.388) (-506.017,71.5982) (212.22,175.453) (-82.7912,-220.078) (-72.3631,-195.188) (244.965,898.064) (-152.165,-751.19) (46.5091,392.747) (113.04,-401.991) (544.829,325.761) (11.7705,-404.347) (301.259,-52.1601) (-248.795,-150.059) (245.422,-4.01416) (259.68,-417.062) (-564.518,-39.8503) (-386.807,421.098) (714.296,261.788) (176.935,-554.358) (55.1295,460.382) (-224.706,-575.276) (-695.636,320.263) (174.811,-162.151) (556.221,301.244) (-318.801,-155.658) (-367.023,612.263) (189.579,-783.229) (171.707,286.046) (-82.6652,221.171) (207.582,334.089) (-140.318,138.265) (320.831,-388.054) (-179.348,650.688) (637.877,357.139) (-231.351,-674.865) (-396,-120.292) (51.6794,-591.909) (-669.265,1101.59) (-191.496,-86.4742) (3.32377,739.299) (312.637,-345.53) (395.107,-167.427) (80.799,602.418) (953.055,-787.1) (-1053.7,-42.3017) (818.697,-356.026) (39.4408,-744.74) (-74.886,-235.313) (217.184,-616.589) (-235.286,653.056) (-692.525,-1196.7) (-463.962,1274.45) (529.395,1138.16) (-492.308,-83.4974) (-151.912,1817.59) (485.166,-769.637) (-259.852,1561.08) (-165.416,231.025) (314.434,1092.38) (-1617.85,-68.8045) (2065.28,-450.032) (-104.152,360.129) (760.074,539.503) (910.16,-667.854) (-1573.03,-439.428) (1544.52,-1151.47) (545.362,-1916.09) (735.726,-661.574) (117.857,2082.41) (-1910.19,-962.753) (2045.84,-1035.83) (-1314.42,2878.28) 
